Цех,Ст_№_ГПА,Дата,ГТУ1_В,ГТУ1_Г,ГТУ1_О,ГТУ2_В,ГТУ2_Г,ГТУ2_О,ГТУ3_В,ГТУ3_Г,ГТУ3_О,ГТУ4_В,ГТУ4_Г,ГТУ4_О,ГТУ5_В,ГТУ5_Г,ГТУ5_О,ГТУ6_В,ГТУ6_Г,ГТУ6_О,ЦБН1_В,ЦБН1_Г,ЦБН1_О,ЦБН2_В,ЦБН2_Г,ЦБН2_О,ЦБН3_В,ЦБН3_Г,ЦБН4_В,ЦБН4_Г,ЦБН4_О,ЦБН4_NТВД,ЦБН4_NТНД,ЦБН4_3,ЦБН4_Рвх,ЦБН4_Рвых,Оценка_ГТУ,Оценка_ЦБН,Оценка_ГПА,Прибор,ЧД_Гц,Наработка_ГТУ_ч,Примечание,Филиал,КС,Тип_ГПА,Тип_ГТУ,Тип_ЦБК
Цех_4,47,2020-11-12 14:00:00,7.9,4.7,5.2,5.2,5.5,1.9,,,,7.5,6.5,2.1,4.3,4.5,1.5,7.6,4.4,5.2,2.1,1.3,1.0,,,,,,,,,7150.0,5200.0,4510.0,52.6,62.6,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2020-11-30 14:00:00,8.2,4.9,4.1,5.5,4.2,2.0,,,,7.0,6.1,2.4,4.9,4.0,2.0,7.5,4.2,4.2,2.4,1.0,0.9,,,,,,,,,7160.0,5220.0,4650.0,50.9,60.0,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2020-12-11 14:00:00,7.4,4.2,4.5,6.2,5.6,2.3,,,,6.8,5.2,1.9,2.6,5.5,2.7,6.6,5.2,5.2,2.2,1.4,1.3,,,,,,,,,7200.0,5290.0,4700.0,59.55,71.22,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2020-12-18 14:00:00,6.5,3.5,4.1,5.6,5.1,2.4,,,,6.5,4.4,1.7,2.9,5.2,2.5,6.4,5.5,4.1,2.4,1.9,1.5,,,,,,,,,7120.0,5210.0,4600.0,59.4,70.9,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-01-27 14:00:00,5.7,5.2,3.5,6.9,6.4,5.0,,,,6.5,6.0,3.5,4.7,6.4,3.5,6.3,6.5,5.7,2.1,1.3,1.9,,,,,,,,,7350.0,5280.0,4702.0,54.4,65.5,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-02-03 14:00:00,4.2,3.9,4.6,4.5,4.2,3.1,,,,4.1,4.3,2.0,6.9,5.6,4.6,9.6,7.2,5.6,2.6,1.9,1.8,,,,,,,,,7050.0,5200.0,4800.0,59.25,70.4,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-02-15 14:00:00,3.7,3.6,5.2,3.5,3.9,2.6,,,,3.5,4.6,2.3,5.6,5.8,4.6,9.4,6.7,5.7,3.0,1.4,1.4,,,,,,,,,7060.0,5170.0,4700.0,56.3,68.1,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-02-25 14:00:00,4.3,3.3,4.3,4.2,3.2,2.9,,,,4.1,4.3,2.1,6.6,5.2,3.9,9.2,5.3,4.8,2.8,1.6,1.1,,,,,,,,,7100.0,5170.0,4700.0,55.4,66.7,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-05-12 14:00:00,5.5,3.8,4.1,5.0,3.5,2.3,,,,4.8,4.1,2.2,6.8,5.3,3.3,8.6,5.7,4.4,2.5,1.9,1.6,,,,,,,,,7430.0,5440.0,4700.0,61.3,72.3,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-05-27 14:00:00,6.2,4.1,4.1,6.5,4.1,2.9,,,,4.3,4.2,1.9,7.3,6.2,4.1,7.6,5.4,4.3,2.0,1.3,1.4,,,,,,,,,7310.0,5330.0,4630.0,59.1,70.9,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-08-27 14:00:00,7.1,5.6,4.3,7.1,4.5,3.2,,,,5.6,5.1,2.5,7.6,6.8,4.5,7.2,5.1,4.8,2.2,1.8,1.3,,,,,,,,,7275.0,5290.0,4500.0,59.1,70.9,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-09-22 14:00:00,3.5,4.7,6.6,5.2,5.2,5.4,,,,4.4,5.4,3.0,4.4,4.6,2.9,6.1,5.6,5.6,1.6,1.4,1.4,,,,,,,,,7160.0,5170.0,4590.0,48.6,57.9,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-10-05 14:00:00,5.5,5.6,6.9,2.7,3.2,2.1,,,,5.4,5.9,2.1,2.9,4.7,2.6,7.2,7.0,5.8,2.2,1.7,1.6,,,,,,,,,7075.0,5136.0,4600.0,57.5,67.8,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-10-26 14:00:00,5.3,3.7,6.6,3.9,3.8,2.5,,,,6.5,7.0,6.5,4.5,5.3,3.5,5.0,5.5,5.1,2.5,1.5,1.6,,,,,,,,,6946.0,4999.0,4543.0,60.1,71.0,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-11-12 14:00:00,6.5,3.5,4.9,2.5,2.9,2.4,,,,4.5,5.2,2.4,3.1,5.5,3.0,5.7,5.7,6.0,2.0,1.2,1.5,,,,,,,,,7250.0,5300.0,4530.0,52.5,60.7,отлично,отлично,отлично,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2021-12-27 14:00:00,6.2,3.2,5.1,2.9,3.6,3.7,,,,6.7,7.2,2.8,5.0,6.3,5.0,4.6,7.2,6.3,1.8,1.4,1.2,,,,,,,,,7110.0,5190.0,4550.0,50.95,59.05,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2022-01-10 14:00:00,5.7,3.1,5.7,3.9,3.6,3.0,,,,4.6,4.0,4.2,5.1,5.0,2.5,7.8,5.7,4.1,2.0,1.4,1.3,,,,,,,,,6930.0,5150.0,4600.0,52.2,62.05,хорошо,отлично,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2022-01-10 10:00:00,5.3,3.0,5.8,4.2,5.5,3.1,,,,5.1,4.7,4.6,5.4,5.5,3.0,8.5,6.6,4.5,2.5,1.5,1.5,,,,,,,,,6090.0,5230.0,4700.0,52.1,62.14,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2022-01-10 10:00:00,5.5,3.5,6.0,4.4,6.2,3.4,,,,4.9,4.9,4.6,5.5,5.9,4.5,9.5,7.9,5.5,3.0,1.7,1.5,,,,,,,,,7060.0,5340.0,4800.0,52.0,62.24,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,,перед КР,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2022-02-17 14:00:00,4.2,5.2,6.2,4.2,4.2,2.2,,,,4.2,4.8,2.8,5.8,5.2,5.2,7.5,7.0,5.8,2.6,2.0,1.9,,,,,,,,,7190.0,5110.0,4530.0,65.58,70.65,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2022-02-17 14:00:00,4.0,5.5,6.6,4.4,4.6,2.3,,,,4.5,4.9,2.9,5.8,5.8,6.3,7.9,7.6,6.0,2.8,2.5,2.3,,,,,,,,,7280.0,5240.0,4680.0,60.33,70.65,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2022-02-17 14:00:00,4.4,5.9,7.0,4.6,5.0,2.5,,,,4.8,5.5,2.6,5.6,6.0,6.0,8.8,8.2,6.4,3.2,2.7,2.7,,,,,,,,,7360.0,5330.0,4800.0,60.1,70.91,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2022-03-14 14:00:00,4.7,5.6,4.8,4.8,5.3,5.9,,,,4.9,4.4,2.7,5.2,6.6,5.6,8.1,7.9,6.6,2.6,2.0,2.3,,,,,,,,,7230.0,5120.0,4530.0,50.5,58.5,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,2022-03-28 14:00:00,4.1,5.2,4.5,4.4,5.9,5.4,,,,4.6,4.8,2.6,5.7,6.2,5.8,7.9,7.7,6.4,2.7,1.4,1.5,,,,,,,,,7270.0,5190.0,4660.0,49.9,57.9,хорошо,хорошо,хорошо,"SKF-GX,№71014",10 - 1000,, -,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,оценка т/а,,,"Прибор
зав.№","Част. диапазон,
Гц-Гц","Тнэ ГТУ(Дв),
час",Примечание,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2002-11-13 10:00:00,2.5,3.7,4.2,5.1,8.4,4.0,,,,8.4,4.5,4.5,6.0,7.3,5.5,9.8,9.5,7.1,1.5,1.5,1.0,,,,,,,,,7060.0,5010.0,4450.0,,,хорошо,отлично,хорошо,,,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2003-03-20 10:00:00,3.0,3.9,4.0,4.6,7.0,3.9,,,,7.6,3.7,4.9,4.5,4.5,5.2,8.6,8.0,7.0,2.2,1.6,0.9,,,,,,,,,7020.0,4960.0,4450.0,,,хорошо,отлично,хорошо,№764/986,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2003-04-08 10:00:00,2.9,3.7,5.0,8.5,8.0,6.0,,,,7.9,5.5,6.4,7.5,7.0,7.8,8.5,9.4,6.5,2.0,1.3,0.8,,,,,,,,,7220.0,5120.0,4450.0,,,хорошо,отлично,хорошо,№764/986,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2003-06-02 10:00:00,3.4,3.8,5.6,6.2,8.6,5.4,,,,9.3,4.6,5.8,6.0,7.2,5.8,8.3,5.9,6.7,2.2,1.9,1.4,,,,,,,,,7160.0,5110.0,4440.0,,,хорошо,отлично,хорошо,vik3,10 - 5000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2003-07-30 10:00:00,3.7,3.9,6.5,9.2,11.0,5.6,,,,10.0,6.1,4.3,6.4,7.5,5.1,9.0,7.3,7.7,1.8,1.7,1.7,,,,,,,,,7280.0,5170.0,4230.0,,,допустимо,отлично,допустимо,№763/1023,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2003-09-09 10:00:00,6.1,8.1,13.3,9.8,12.0,5.8,,,,8.3,5.6,3.5,5.7,10.0,3.7,7.3,8.4,8.0,4.2,2.2,2.2,,,,,,,,,7190.0,5090.0,4470.0,,,допустимо,допустимо,допустимо,№763/1023,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2003-10-22 10:00:00,4.0,6.5,6.2,6.4,8.0,5.0,,,,8.0,5.0,4.0,7.5,8.5,5.7,8.5,8.0,7.5,3.3,3.1,2.7,,,,,,,,,7090.0,5020.0,4540.0,,,хорошо,хорошо,хорошо,№763/1023,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2003-11-14 10:00:00,4.1,5.4,5.5,4.6,6.7,3.7,,,,7.6,5.0,4.4,5.5,8.0,4.7,7.0,7.2,7.2,2.3,1.8,2.1,,,,,,,,,7020.0,4950.0,4450.0,,,хорошо,отлично,хорошо,vik3,10 - 5000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2003-11-14 10:30:00,4.1,5.4,5.5,4.6,6.7,3.7,,,,7.6,5.0,4.4,5.5,8.0,4.7,7.0,7.2,7.2,2.3,1.8,2.1,,,,,,,,,7020.0,4950.0,4450.0,,,хорошо,отлично,хорошо,vik3,10 - 5000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-03-05 10:55:00,8.3,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,6800.0,4760.0,4190.0,,,хорошо,отлично,хорошо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-04-02 14:00:00,8.3,,,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,7000.0,5000.0,4495.0,,,хорошо,тр.пр.мер,тр.пр.мер,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-04-13 15:30:00,8.1,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,7090.0,5010.0,4215.0,,,хорошо,отлично,хорошо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-04-28 09:00:00,8.5,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,7080.0,4980.0,4200.0,,,хорошо,отлично,хорошо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-05-24 10:30:00,13.8,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,7300.0,5220.0,4440.0,,,допустимо,отлично,допустимо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-07-26 15:00:00,6.9,7.4,13.0,7.3,9.0,5.4,,,,10.6,5.3,3.2,8.1,6.9,4.3,5.4,4.7,7.7,2.3,1.8,0.5,,,,,,,,,7320.0,5240.0,4440.0,,,допустимо,отлично,допустимо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-08-10 11:00:00,9.5,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,7245.0,5140.0,4520.0,,,хорошо,отлично,хорошо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-08-20 15:00:00,8.0,9.2,13.2,9.8,11.1,6.1,,,,10.6,7.8,5.8,9.4,9.2,5.0,8.4,6.0,10.0,2.8,2.5,2.0,,,,,,,,,7300.0,5240.0,4390.0,57.6,65.2,допустимо,хорошо,допустимо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-09-07 15:00:00,7.6,7.7,9.5,8.4,10.5,5.8,9.5,8.0,3.0,10.8,5.5,4.4,8.7,8.1,3.4,6.8,5.1,8.0,2.2,1.7,0.5,,,,,,,,,7220.0,5140.0,4410.0,56.5,66.0,допустимо,отлично,допустимо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-09-27 11:00:00,11.9,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,7260.0,5190.0,4435.0,,,допустимо,отлично,допустимо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-10-08 15:00:00,8.6,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,7190.0,5070.0,4400.0,,,хорошо,отлично,хорошо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-10-27 10:00:00,8.9,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,7090.0,5040.0,4510.0,,,хорошо,отлично,хорошо,ВИК-3№007,10 - 1000**,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-11-16 10:00:00,4.9,5.3,5.8,8.2,9.6,5.7,7.8,7.2,4.2,7.7,7.5,3.1,7.0,7.9,3.4,6.2,6.2,7.3,3.6,2.2,1.4,,,,,,,,,7120.0,5070.0,4550.0,57.0,68.0,хорошо,допустимо,допустимо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-12-21 14:30:00,3.3,5.5,5.0,7.1,8.9,5.9,7.0,7.3,7.0,6.5,6.5,3.7,6.9,7.9,4.2,7.0,6.8,9.9,1.8,1.7,1.4,,,,,,,,,7050.0,5000.0,4550.0,55.6,66.2,хорошо,отлично,хорошо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-12-22 14:00:00,,,,,,,,,,,,,,,,,,9.8,1.7,1.7,1.5,,,,,,,,,6960.0,4940.0,4550.0,57.5,68.4,хорошо,отлично,хорошо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2004-12-27 14:30:00,4.4,5.4,5.5,5.6,7.4,4.8,6.2,5.7,3.6,7.0,4.8,3.0,6.0,7.5,3.6,5.0,6.7,8.2,2.6,1.9,1.5,,,,,,,,,7030.0,4950.0,4410.0,58.1,68.5,хорошо,хорошо,хорошо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-01-17 09:00:00,5.1,5.1,4.8,6.4,8.7,5.3,6.9,6.4,4.0,7.2,4.9,3.1,8.5,7.6,3.8,6.2,7.4,8.5,2.0,1.8,1.2,,,,,,,,,7030.0,5010.0,4540.0,58.3,69.3,хорошо,отлично,хорошо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-01-27 15:30:00,4.7,4.3,4.2,5.8,8.2,4.6,8.9,5.0,4.0,9.6,4.6,3.0,5.7,5.4,3.3,4.2,7.3,6.1,1.6,1.7,1.2,,,,,,,,,6890.0,4880.0,4530.0,57.4,68.1,хорошо,отлично,хорошо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-02-09 10:20:00,1.9,4.2,2.6,5.2,7.5,4.5,,,,4.2,3.2,2.3,4.6,6.1,3.1,3.8,6.2,8.4,1.2,1.4,0.4,,,,,,,,,7050.0,5000.0,4540.0,57.1,67.9,хорошо,отлично,хорошо,ВИК-3 №19,10 - 1000*,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-02-22 14:30:00,2.9,7.6,4.5,6.7,7.8,5.0,7.6,6.9,5.3,7.7,4.7,2.9,6.5,6.6,3.8,4.8,6.8,10.1,1.5,2.0,1.4,,,,,,,,,6980.0,4950.0,4520.0,57.5,68.4,допустимо,отлично,допустимо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-03-18 10:00:00,3.0,5.8,6.2,9.4,10.8,5.8,8.4,7.2,5.0,9.3,6.3,3.5,7.7,7.6,4.0,6.0,6.5,10.1,1.4,1.3,1.0,,,,,,,,,7130.0,5100.0,4500.0,59.4,70.7,допустимо,отлично,допустимо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-04-08 14:00:00,4.5,3.6,5.4,8.5,9.4,5.2,10.1,7.6,5.3,9.9,6.0,4.2,6.8,6.8,3.6,7.2,6.2,7.6,1.1,1.5,1.0,,,,,,,,,7250.0,5140.0,4170.0,63.0,71.5,допустимо,отлично,допустимо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-04-12 11:00:00,4.9,4.7,6.7,9.1,8.1,4.8,9.3,6.7,4.1,10.2,9.3,3.4,7.5,7.9,4.0,5.7,6.3,8.8,1.7,1.7,0.9,,,,,,,,,7230.0,5150.0,4500.0,54.0,63.4,допустимо,отлично,допустимо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-04-21 16:00:00,6.2,5.6,8.0,8.8,10.3,6.4,12.2,8.0,5.3,12.7,7.0,4.4,9.7,8.2,4.6,6.4,6.0,6.5,1.8,1.8,1.1,,,,,,,,,7270.0,5200.0,4520.0,57.4,67.4,допустимо,отлично,допустимо,ВК-5№1401,10 - 1000,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-05-16 14:30:00,5.4,5.8,8.4,7.6,9.9,6.7,,,,11.0,7.0,7.5,10.5,8.4,2.9,6.7,6.3,9.5,1.5,1.4,0.6,,,,,,,,,7290.0,5194.0,4470.0,59.2,69.4,допустимо,отлично,допустимо,ВИК-3 №001,10 - 1000*,,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-05-31 09:10:00,4.3,5.4,8.2,9.3,10.0,6.3,,,,11.0,5.7,5.0,10.5,8.2,3.1,5.9,4.7,9.4,2.1,1.7,0.5,,,,,,,,,7230.0,5190.0,4420.0,60.0,69.3,допустимо,отлично,допустимо,ВИК-3 №001,10 - 1000*,78509,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-06-14 09:40:00,13.6,11.6,15.8,9.3,11.4,6.3,,,,11.8,10.3,4.8,11.7,8.0,4.9,6.3,6.1,9.0,2.7,2.2,2.1,,,,,,,,,7460.0,5380.0,4500.0,60.0,69.6,допустимо,хорошо,допустимо,ВК-5№1401,10 - 1000,78845,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-06-14 11:30:00,5.8,6.5,11.7,6.4,9.4,4.6,,,,10.2,5.4,2.4,9.0,6.4,2.6,4.9,4.7,7.7,1.8,1.5,0.7,,,,,,,,,7440.0,5340.0,4520.0,58.4,68.0,допустимо,отлично,допустимо,ВИК-3 №001,10 - 1000*,78845,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-06-29 16:30:00,4.2,4.9,7.4,7.5,8.6,5.0,,,,11.4,5.3,4.3,7.7,7.2,3.9,6.9,4.9,8.4,1.8,1.3,0.5,,,,,,,,,7320.0,5230.0,4560.0,55.4,65.0,допустимо,отлично,допустимо,ВИК-3 №001,10 - 1000*,79172,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-07-12 14:30:00,5.6,5.7,10.0,7.2,11.0,6.2,,,,11.6,6.5,2.5,10.7,8.1,2.6,5.8,5.4,9.3,1.7,1.5,0.6,,,,,,,,,7360.0,5250.0,4550.0,56.6,67.0,допустимо,отлично,допустимо,ВИК-3 №001,10 - 1000*,79432,дефект подш. №7,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-08-09 16:30:00,5.4,5.5,8.2,6.2,8.0,4.7,,,,10.0,5.6,2.2,9.3,6.8,2.6,5.7,4.7,8.0,1.3,1.3,0.5,,,,,,,,,7360.0,5140.0,4390.0,,,допустимо,отлично,допустимо,ВИК-3 №001,10 - 1000*,79545,деф.прот.части 3-5 кГц;,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-08-24 10:50:00,3.4,4.7,5.6,7.2,8.0,4.9,,,,9.4,4.2,2.5,5.8,6.6,2.6,6.1,5.6,7.5,0.8,1.3,0.5,,,,,,,,,7210.0,5100.0,4130.0,64.0,72.7,хорошо,отлично,хорошо,ВИК-3 №001,10 - 1000*,79905,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
Цех_4,48,2005-09-12 16:00:00,4.8,5.5,5.9,2.9,4.1,3.1,,,,2.8,5.2,2.7,4.6,3.3,2.5,4.6,3.6,4.7,1.3,1.0,0.5,,,,,,,,,7160.0,5050.0,4400.0,54.4,63.6,отлично,отлично,отлично,ВИК-3 №001,10 - 1000*,80205,,Приводинское ЛПУМГ,КС-14,ГПУ-10,ДР59Л,Н-370-18-1
